predictor,level,row_count,mean_loss,median_loss,mean_log1p_loss,median_log1p_loss,is_rare
cat60,A,187872,3035.220635805229,2113.91,7.685188557686548,7.656767537338762,False
cat60,B,446,3929.1188340807175,3043.385,7.988758847823914,8.02104764380374,False
cat61,A,187596,3031.8755710676132,2111.285,7.684220124054883,7.655525578901157,False
cat61,B,722,4456.5493905817175,3435.96,8.12433900777946,8.142342626835916,False
cat62,A,188273,3036.680964875473,2115.29,7.6857442632244615,7.657419834627252,False
cat62,B,45,5784.955333333333,3552.94,8.368921905722063,8.175812126186043,True
cat63,A,188239,3036.9642400883986,2115.32,7.68581655750119,7.657434010277737,False
cat63,B,79,3927.173417721519,2888.95,7.902635295570615,7.96899447991875,True
cat64,A,188271,3036.347945780285,2115.18,7.6857020251299994,7.65736785552284,False
cat64,B,47,7002.0040425531915,5099.53,8.509046437583304,8.537099734881572,True
cat65,A,186056,3017.1358310938645,2103.63,7.6802387193469634,7.651894958683994,False
cat65,B,2262,4698.998275862069,3651.5550000000003,8.152182134835579,8.203182193234834,False
cat66,A,179982,3001.270972375015,2086.33,7.67410503838878,7.6436410162830795,False
cat66,B,8336,3816.051600287908,2855.365,7.940733941521986,7.957305088491822,False
cat67,A,187626,3030.2036088814984,2111.865,7.684069755350204,7.655800125368689,False
cat67,B,692,4971.641575144509,3850.045,8.184189650981681,8.256097894679717,False
cat68,A,188176,3036.228232346314,2115.32,7.685729047595333,7.657434010277737,False
cat68,B,142,4507.56647887324,2683.205,7.922407714909616,7.895133242775046,True
cat69,A,188011,3035.361300296259,2113.6,7.685202937614608,7.656620948298426,False
cat69,B,307,4247.703127035831,3302.07,8.1173995177744,8.102607618021205,False
cat70,A,188295,3037.347945404817,2115.5,7.685897317868776,7.657519059960978,False
cat70,B,23,2953.3439130434786,2351.49,7.769377726754773,7.763229620653475,True
cat71,A,178646,2994.279637663312,2097.025,7.675909124020163,7.648751704992988,False
cat71,B,9672,3832.6383519437554,2544.31,7.870582070524249,7.842007717887936,False
cat72,A,118322,2527.5614649008635,1816.95,7.537134027012691,7.50546477136688,False
cat72,B,69996,3899.068955940339,2873.585,7.9373958342136826,7.963663594549036,False
cat73,A,154275,3248.6214265435096,2302.83,7.75485363724241,7.742328234371333,False
cat73,B,34017,2077.681825557809,1530.89,7.372881533393803,7.334257546156101,False
cat73,C,26,4914.809615384615,3538.62,8.129813414879433,8.17176796306697,True
cat74,A,184731,3028.714006907341,2109.7,7.683171295156362,7.6547749250065715,False
cat74,B,3561,3470.99298792474,2497.67,7.824610918702547,7.823513869294082,False
cat74,C,26,4914.809615384615,3538.62,8.129813414879433,8.17176796306697,True
cat75,A,154307,3142.1058881321,2148.91,7.706995435568801,7.673181259780418,False
cat75,B,34010,2561.945274037048,1983.68,7.590206943732205,7.593212970943458,False
cat75,C,1,4666.24,4666.24,8.448323169525823,8.448323169525823,True
cat76,A,181347,2976.8011205589282,2082.3,7.669982632793842,7.641708453934336,False
cat76,B,6183,4864.522917677503,3607.17,8.18513983207538,8.190955997589148,False
cat76,C,788,2632.056192893401,1491.565,7.4335927218650335,7.308251302033858,False
cat77,A,49,3226.7236734693874,1945.61,7.712341511249209,7.573844677141429,True
cat77,B,358,1912.4551117318438,1206.1950000000002,7.153311306175106,7.096052680898882,False
cat77,C,408,3282.2006862745097,1947.9450000000002,7.677336558910348,7.575023709537559,False
cat77,D,187503,3038.90312165672,2118.25,7.686936143198346,7.6588175314885145,False
cat78,A,788,2616.591535532995,1486.8400000000001,7.427707077518928,7.305078873760571,False
cat78,B,186526,3026.3615664840286,2111.815,7.683850243397944,7.655776460471207,False
cat78,C,645,5050.549131782946,3892.64,8.203308686331777,8.26709973173543,False
cat78,D,359,6046.691977715877,4927.44,8.39195926463204,8.502777786941909,False
cat79,A,7064,2718.4069691392974,1932.0900000000001,7.586505788798498,7.566875033045852,False
cat79,B,152929,2469.844946478431,1858.84,7.542180414899326,7.5282457415018085,False
cat79,C,1668,4086.9942805755395,3264.555,8.02644231019652,8.091184293296841,False
cat79,D,26657,6311.83205837116,5440.81,8.515490858693672,8.601867005099004,False
cat80,A,783,2621.2236270753515,1489.67,7.4288734225148385,7.306980962300282,False
cat80,B,46538,5453.62125230994,4568.17,8.363332742136397,8.427086847272884,False
cat80,C,3492,3890.750094501718,3143.245,8.017432419329015,8.053329075172794,False
cat80,D,137505,2200.253190938511,1695.59,7.449680157842602,7.43637563321504,False
cat81,A,788,2616.591535532995,1486.8400000000001,7.427707077518928,7.305078873760571,False
cat81,B,24132,4816.168605171557,3866.87,8.21964313910567,8.260459244097326,False
cat81,C,9013,4718.471941639854,3565.14,8.151768167699718,8.17923905732715,False
cat81,D,154385,2663.290577258153,1889.23,7.576599949803129,7.544453793771374,False
cat82,A,19322,3163.145966256081,2200.16,7.712031750536273,7.696739705406749,False
cat82,B,147536,3150.0479540586703,2204.9799999999996,7.719089224505758,7.6989271335789375,False
cat82,C,2655,3258.3722297551785,2279.57,7.76525205469811,7.732180690703694,False
cat82,D,18805,1992.5870093060357,1586.18,7.387533190111663,7.369714135644766,False
cat83,A,26038,3082.327530148245,2136.02,7.691841210626482,7.667167613489019,False
cat83,B,141534,3068.115140037023,2130.13,7.694492074193674,7.66440763428516,False
cat83,C,4958,3106.7593142396126,2191.675,7.715162707387422,7.692877538035965,False
cat83,D,15788,2665.429006207246,1957.6799999999998,7.589976677309987,7.580026054898759,False
cat84,A,29450,2759.7057816638367,1931.46,7.609797185012405,7.566549080585874,False
cat84,B,431,4470.943828306265,3092.25,8.054513850688382,8.036977597094085,False
cat84,C,154939,3075.8894897992113,2142.99,7.696182319781822,7.670423858000711,False
cat84,D,3498,3490.5101686678104,2497.425,7.826162419347865,7.823415703607955,False
cat85,A,788,2616.591535532995,1486.8400000000001,7.427707077518928,7.305078873760571,False
cat85,B,186005,3016.017262277896,2107.35,7.681288855333383,7.653660930034706,False
cat85,C,1011,5762.211414441148,4607.67,8.362693404447183,8.435694591111828,False
cat85,D,514,6038.127529182879,4932.485000000001,8.421948269551827,8.503800445462922,False
cat86,A,1589,4375.607709251101,2685.52,7.926466396298878,7.896001954771725,False
cat86,B,103852,3042.2350894542233,2124.605,7.687502103155792,7.6618117466506765,False
cat86,C,10290,2567.642617103985,1871.0349999999999,7.558457870008846,7.5347813448800025,False
cat86,D,72587,3067.619223827958,2132.39,7.696427406460818,7.665467542826876,False
cat87,A,788,2616.591535532995,1486.8400000000001,7.427707077518928,7.305078873760571,False
cat87,B,166992,2667.135706381144,1934.57,7.590343507310945,7.56815713571565,False
cat87,C,8819,5969.474561741694,4967.84,8.43893407568787,8.510941691446147,False
cat87,D,11719,6134.3427015956995,5270.12,8.498344175473258,8.569998142674606,False
cat88,A,168926,3032.025333341226,2105.615,7.68106088907068,7.652837672852771,False
cat88,B,7,3228.7985714285714,3383.09,7.885343406421037,8.126840316117134,True
cat88,D,19302,3084.6465008807377,2207.1,7.728208427566321,7.6998876955701885,False
cat88,E,83,2831.3069879518075,2140.93,7.69593898714474,7.669462570735138,True
cat89,A,183744,2908.94434169279,2073.635,7.659543829310299,7.6375405135745815,False
cat89,B,4312,8213.293627087198,7666.925,8.746934526710852,8.944801323055051,False
cat89,C,220,7803.455545454545,6860.18,8.706386016088787,8.833634703050109,False
cat89,D,33,8898.260909090908,7238.85,8.832259921429008,8.887355766933092,True
cat89,E,5,3244.568,3032.37,8.071618556716327,8.01742949167586,True
cat89,G,1,3666.93,3666.93,8.207382749224788,8.207382749224788,True
cat89,H,1,18646.37,18646.37,9.833460396361124,9.833460396361124,True
cat89,I,2,9814.04,9814.04,8.729833485994751,8.729833485994751,True
cat90,A,177993,2902.2197510576257,2033.38,7.64791390068004,7.61794638315121,False
cat90,B,9515,5302.007737256962,4530.23,8.330282266414635,8.41874870480014,False
cat90,C,728,6116.2280494505485,5240.12,8.461988512878024,8.564289971994178,False
cat90,D,70,6060.263,5637.195,8.470952369859369,8.637187196636706,True
cat90,E,6,5872.208333333333,5456.67,8.475732398904235,8.55933980467848,True
cat90,F,4,7565.1900000000005,7660.610000000001,8.83702562707192,8.9424599553514,True
cat90,G,2,9814.04,9814.04,8.729833485994751,8.729833485994751,True
cat91,A,111028,2968.8541332816944,2049.185,7.656132112616187,7.625685311936392,False
cat91,B,42630,3103.5065805770582,2230.91,7.732133859441174,7.710612999615752,False
cat91,C,6400,4864.9663921875,3957.115,8.178296705951375,8.283523180683902,False
cat91,D,1149,5086.299869451697,3974.15,8.21953130470214,8.28781776222551,False
cat91,E,254,5537.82,4484.235,8.343157334925047,8.408524723091926,False
cat91,F,97,5747.867525773196,5145.5,8.376321482329022,8.546072150966614,True
cat91,G,26734,2655.2352102191967,1891.705,7.585862491413705,7.545762301180432,False
cat91,H,26,4914.809615384615,3538.62,8.129813414879433,8.17176796306697,True
cat92,A,124689,3041.3819373802016,2083.84,7.673940347010737,7.642447392679231,False
cat92,B,628,4045.4543152866245,2818.83,7.954699149424389,7.9444318565379675,False
cat92,C,62,5761.742903225806,4586.845,8.231321442811018,8.431163451876694,True
cat92,D,11,6784.23090909091,3920.1,8.335967199483703,8.274127505665154,True
cat92,F,1,1084.57,1084.57,6.989860473650979,6.989860473650979,True
cat92,H,62901,3015.1701303635873,2170.7,7.706122789520789,7.683265549967206,False
cat92,I,26,4914.809615384615,3538.62,8.129813414879433,8.17176796306697,True
cat93,A,432,1643.553148148148,1221.7849999999999,7.1198266493703795,7.108876188827637,False
cat93,B,1133,2869.2075022065314,2094.81,7.6610423653224,7.647695392477115,False
cat93,C,35788,3118.6908611825193,2176.275,7.705597650287209,7.685829373878845,False
cat93,D,150237,3020.311462888636,2104.92,7.682316120263083,7.652507705267754,False
cat93,E,728,3640.5074725274726,2534.4750000000004,7.8337216688664455,7.838133840458367,False
cat94,A,738,1717.991734417344,1412.775,7.2398130921528026,7.254018639139282,False
cat94,B,51710,2609.7320674917814,2011.99,7.601346970038536,7.6073764579175664,False
cat94,C,13623,2925.9785429053804,2122.41,7.681688227218723,7.660778565996659,False
cat94,D,121642,3246.086086960096,2179.835,7.727338329726859,7.6874631099461,False
cat94,E,91,1256.722087912088,1110.65,7.005239624705918,7.013600677065478,True
cat94,F,494,1801.7843319838055,1402.305,7.2491404409310904,7.246585444422891,False
cat94,G,20,2139.1265,1925.245,7.550863270589041,7.561482715219851,True
cat95,A,3736,3530.3094218415417,2235.145,7.762633641610821,7.712508564560656,False
cat95,B,109,1820.938623853211,1631.0,7.323951858774318,7.397561535524052,True
cat95,C,87531,3117.471229050279,2161.46,7.709242818446789,7.679001741525134,False
cat95,D,79525,2990.93260949387,2088.13,7.671977108068641,7.644502990352722,False
cat95,E,17417,2748.3694126428204,1987.68,7.618046073234625,7.5952263810438465,False
cat96,A,35,1671.250857142857,1276.72,7.103790106608544,7.152832518601481,True
cat96,B,2957,3768.8838958403785,2591.36,7.891430362465656,7.860323936716886,False
cat96,C,24,4320.787499999999,2514.6949999999997,7.98718107865598,7.824574125133381,True
cat96,D,7922,2889.674623832366,2021.83,7.647484086381139,7.612252746795404,False
cat96,E,174360,3029.678285788025,2112.88,7.6840228210078605,7.656280400391396,False
cat96,F,343,2235.9202332361515,1894.6,7.517641194097359,7.547290690093433,False
cat96,G,2665,3272.903069418386,2111.28,7.721862587359311,7.655523211796339,False
cat96,I,12,3555.0275,2051.485,7.7119871880613005,7.621865333602121,True
cat97,A,41970,3012.5308718132,2063.105,7.675639408654097,7.632451997256775,False
cat97,B,34,3664.933529411765,3059.125,7.964238037491886,8.025692260298802,True
cat97,C,78127,3103.712921909199,2129.01,7.693990516468488,7.663881953528131,False
cat97,D,3779,2968.557793066949,2194.13,7.686772942605727,7.693996549268038,False
cat97,E,47450,2961.1030476290834,2146.7299999999996,7.684955285784686,7.672166749393197,False
cat97,F,213,4203.008544600939,2569.94,7.89906666998043,7.852026869770702,False
cat97,G,16745,3005.2726234696925,2086.69,7.673157332929211,7.643813470547199,False
cat98,A,105492,3062.414535035832,2131.565,7.691100700629979,7.665080759423136,False
cat98,B,542,2385.891881918819,1836.54,7.535678219688023,7.5161727736257955,False
cat98,C,21485,3096.0500162904355,2225.47,7.734442856985494,7.708172650608551,False
cat98,D,50557,3062.9720669739104,2097.67,7.682049300315875,7.649059089737906,False
cat98,E,10242,2563.8212624487405,1869.525,7.557598827522452,7.533974418934146,False
cat99,C,310,5719.515161290323,3068.165,8.05400598334194,8.029059463515981,False
cat99,D,8844,3403.8957372229756,2357.275,7.78470497191409,7.765685626539378,False
cat99,E,1034,3964.889941972921,2479.31,7.85979236082887,7.816138830363749,False
cat99,F,2702,3364.0043671354556,2138.39,7.725452991843439,7.668275919975846,False
cat99,G,19,1362.9094736842105,1180.53,7.084773972907283,7.07456548775615,True
cat99,H,93,1894.659569892473,1543.32,7.3048643813650065,7.342338962996612,True
cat99,I,38,1816.1805263157894,1766.425,7.344683328061476,7.477278914752645,True
cat99,J,245,4408.55,3141.51,8.046481419534139,8.052777122639133,False
cat99,K,2703,3122.1727450980393,2302.43,7.734053098534641,7.742154595375051,False
cat99,M,52,1991.7725,1627.03,7.396193858746657,7.394875139302492,True
cat99,N,2894,3093.8004388389772,2193.88,7.708961573173156,7.6938825810779194,False
cat99,O,3,936.6033333333335,1106.18,6.789099765783621,7.009571521116442,True
cat99,P,79455,2993.899861556856,2089.68,7.672718087411505,7.645244650892818,False
cat99,R,10290,2567.642617103985,1871.0349999999999,7.558457870008846,7.5347813448800025,False
cat99,S,7045,2989.176400283889,2177.44,7.701040447915985,7.686364303291593,False
cat99,T,72591,3067.9923586946043,2132.51,7.696524134752452,7.665523789750888,False
cat100,A,9402,1746.2421697511168,1281.935,7.214665199340859,7.156905699113737,False
cat100,B,6608,3090.5893341404358,2310.51,7.77252861774675,7.745656243327689,False
cat100,C,836,4835.537141148325,3665.085,8.163490456703244,8.206879603114793,False
cat100,D,553,2253.6821338155514,1743.03,7.456168729667438,7.463953806155837,False
cat100,E,26,4914.809615384615,3538.62,8.129813414879433,8.17176796306697,True
cat100,F,42970,3200.0989397253898,2325.085,7.77456468249285,7.751941875775343,False
cat100,G,12935,4678.556561267877,3636.05,8.160751834485213,8.198928192486663,False
cat100,H,10776,3906.7548997772824,2932.415,7.985849299882466,7.983922552202063,False
cat100,I,39933,1970.402508702076,1470.68,7.331561439746036,7.294159884351559,False
cat100,J,12027,2063.532037914692,1416.12,7.324712366060326,7.256381922061273,False
cat100,K,13817,2772.5496974741263,1852.56,7.5715224488394,7.524863393256492,False
cat100,L,19961,4005.5817143429686,3315.15,8.032956180159267,8.106559750455265,False
cat100,M,5185,4767.290925747348,3822.92,8.147625925232246,8.249031353450363,False
cat100,N,7592,3055.7959641728135,2318.205,7.755544172373151,7.748979733518631,False
cat100,O,5697,3496.4890345796034,2388.8,7.793879157343115,7.778964959415654,False
cat101,A,106721,2454.1398437983153,1739.25,7.499184785480129,7.4617840600487755,False
cat101,B,3,1292.02,936.81,7.050067803330088,6.843547369853059,True
cat101,C,16971,2778.2836379706555,1912.24,7.601874740715703,7.556553418967891,False
cat101,D,17171,2812.9903057480637,1927.96,7.611483498667732,7.564736276558021,False
cat101,E,7,4458.574285714286,3426.28,7.950292024761749,8.139522222651395,True
cat101,F,10139,3560.151861130289,2723.55,7.91507061758304,7.910058555845948,False
cat101,G,10944,3450.680946637427,2644.12,7.8926588494892265,7.880471706673684,False
cat101,H,1,1320.72,1320.72,7.186689197676208,7.186689197676208,True
cat101,I,6690,4590.935254110613,3804.7250000000004,8.219957779355875,8.244261790716179,False
cat101,J,7259,4603.863789778206,3825.63,8.229963697277396,8.249739799278007,False
cat101,K,2,3240.165,3240.165,7.770536512968291,7.770536512968291,True
cat101,L,3173,5321.419555625591,4558.45,8.389817056678819,8.424957281198886,False
cat101,M,3669,5540.2927664213685,4627.24,8.428385705863107,8.43993194522308,False
cat101,N,1,2192.72,2192.72,7.693354011906994,7.693354011906994,True
cat101,O,2493,6870.387172081829,5970.22,8.658291425164874,8.694706540617865,False
cat101,Q,2762,7057.4702643012315,6016.505,8.68442116181996,8.702427999017104,False
cat101,R,138,8564.376594202899,7287.925,8.873095615232717,8.894099069993562,True
cat101,S,173,8993.138439306358,8280.08,8.945266643703185,9.021728673656037,True
cat101,U,1,15972.49,15972.49,9.678685752086478,9.678685752086478,True
cat102,A,177274,2975.5585590103456,2070.73,7.666901132191204,7.63613928590328,False
cat102,B,5155,4018.6318874878757,3006.97,7.984466750309986,8.00902071161574,False
cat102,C,4929,3914.580137959018,2978.93,7.969332408652943,7.9996550892906715,False
cat102,D,449,4615.829376391982,3551.57,8.13995087318875,8.175426564210623,False
cat102,E,482,4529.677510373444,3391.335,8.100461334290657,8.129273736855637,False
cat102,F,12,5688.412499999999,5351.88,8.352116665797286,8.54570363445418,True
cat102,G,15,8334.852666666668,6677.43,8.843255274597508,8.806638208966707,True
cat102,H,1,18646.37,18646.37,9.833460396361124,9.833460396361124,True
cat102,J,1,17435.36,17435.36,9.766312960082509,9.766312960082509,True
cat103,A,123737,2814.648334855379,1947.07,7.609665069183168,7.574594417848441,False
cat103,B,33342,3078.8902804270892,2064.615,7.689342592894216,7.633183281219395,False
cat103,C,16508,3447.5018433486794,2477.8050000000003,7.8542285559098355,7.815531862899629,False
cat103,D,7806,4029.012131693569,3063.58,8.043700532503859,8.027665769520583,False
cat103,E,4473,4349.91779342723,3379.92,8.145925489031017,8.125903140789376,False
cat103,F,1528,5009.336590314136,4092.255,8.315925106267857,8.317095694303262,False
cat103,G,550,5712.691854545455,4566.67,8.417768103399546,8.42675631219226,False
cat103,H,190,5983.009473684211,4989.425,8.484402099345298,8.515263397429958,False
cat103,I,109,7276.575963302753,6280.68,8.650827237294624,8.745392739609807,True
cat103,J,45,7106.018888888889,6046.6,8.661105123639334,8.707416778106046,True
cat103,K,11,6249.808181818182,6497.98,8.433916272038436,8.779400520493091,True
cat103,L,17,6675.83,5886.72,8.656159861436068,8.680624104930143,True
cat103,N,2,2836.435,2836.435,7.463786855592435,7.463786855592435,True
cat104,A,68,3527.34,2190.955,7.767226926764236,7.692269430292928,True
